law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,date_pulled,source
Andrew Lee Nolan,,,,Alvarado,TX,Johnson,817-558-0111,,General,206 N Baugh St,76009,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Don Strickland Law,http://donstricklandlaw.com/,,,Alvarado,TX,Johnson,817-456-7527,don@donstricklandlaw.com,Estate Planning,P.O. Box 160 300 E Highway 67,76009,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Allen-Rosales Law, PLLC",,,,Burleson,TX,Johnson,817-504-2720,,Estate Planning,388 SW Johnson Avenue,76028,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory
Bailey & Galyen,https://www.thetexasattorney.com,,,Burleson,TX,Johnson,817-263-3000,,Personal Injury,312 E Renfro St Ste 202,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Chohn T. Hickman,,,,Burleson,TX,Johnson,817-999-9745,,Personal Injury,110 B Sherry Lane,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Coggin & Coggin PLLC,https://www.cogginandcoggin.com/,,,Burleson,TX,Johnson,817-295-7161,acoggin@dcoggin.com,Criminal Defense,250 NW Tarrant Ave Ste E,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Cooke Law Firm P.C.,https://www.cookelawfirm.net/,,,Burleson,TX,Johnson,817-558-1811,,Criminal Defense,135 W Ellison St Ste 201,76028,Dallas-Fort Worth,5,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Coontz Cochran,https://www.coontzcochran.com/,,,Burleson,TX,Johnson,817-295-1195,,Personal Injury,217 Market St,76028,Dallas-Fort Worth,5,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
David James Wallis,,,,Burleson,TX,Johnson,,,General,251 SW Wilshire Blvd Ste 124 PMB 702,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Hamilton Firm, PLLC",,,,Burleson,TX,Johnson,682-200-2584,,General,300 E Renfro St Ste 300,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Henry Jacob Brezillac,,,,Burleson,TX,Johnson,817-876-4854,,Employment Law,759 Peach Ln,76028,Dallas-Fort Worth,3,1,2026-09-13,State Bar of Texas Member Directory
Hurshell Kent Brown,,,,Burleson,TX,Johnson,817-300-4157,,General,1262 Rainer Dr,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Jackson Spencer Law, pllc",https://jacksonspencerlaw.com/,,,Burleson,TX,Johnson,682-312-0576,contact@jacksonspencerlaw.com,Employment Law,232 SW Johnson Ave Unit 2742,76097,Dallas-Fort Worth,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
James Adam Russell,,,,Burleson,TX,Johnson,,,General,PO Box 3314,76097,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Jennifer Renee Barnick Goode,,,,Burleson,TX,Johnson,817-808-0368,,General,809 Valley Ridge Rd,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Keith Ashburn Barton,,,,Burleson,TX,Johnson,817-980-9360,,General,None,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Killen & Dennis, PC",https://www.kdlawpc.com/,,,Burleson,TX,Johnson,817-447-0053,reception@kdlawpc.com,Estate Planning,104 S Main St,76028,Dallas-Fort Worth,2,3,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Kim Hamilton Attorney at Law,,,,Burleson,TX,Johnson,817-920-0930,,General,4445 Alydar Dr,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
LLC Freedom,,,,Burleson,TX,Johnson,817-925-2744,,General,"3095 Burleson Retta Rd, #4",76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Law Office of Gregg Schellhammer,,,,Burleson,TX,Johnson,817-860-5563,,Personal Injury,2317 E Renfro St,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Law Office of Toni D. Driver,https://tonidriverlaw.com/,,,Burleson,TX,Johnson,817-426-1216,tonidriverlaw@gmail.com,General,124 S Main St Ste 203,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Law Offices of James E. Walton, P.L.L.C.",https://www.waltonpllc.com/,,,Burleson,TX,Johnson,817-447-9955,,General,1169 N Burleson Blvd Ste 107 PMB 328,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Law Offices of Kristina B. Dial, P.C.",https://www.kristinadial.com/,,,Burleson,TX,Johnson,817-295-4488,kristinadial@yahoo.com,Estate Planning,501 SW Wilshire Blvd Ste F,76028,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Loren Todd Smith,,,,Burleson,TX,Johnson,512-584-1550,,General,242 Man O War Ct,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Lovelace Law P.C.,https://lovelacelawpc.com/,,,Burleson,TX,Johnson,817-953-9656,,Personal Injury,283 Market St,76028,Dallas-Fort Worth,5,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Markie Hart Maddux,,,,Burleson,TX,Johnson,817-475-3239,,Criminal Defense,904 Warbler Ct,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
"Masteller Law Firm, PLLC",https://mastellerlaw.com/,,,Burleson,TX,Johnson,817-808-1718,,Employment Law,124 S Main St Ste 210,76028,Dallas-Fort Worth,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"McCarty-Larson, PLLC",https://www.mccartylarson.com/,,,Burleson,TX,Johnson,972-775-2100,,Criminal Defense,232 NW Tarrant Ave Ste 104,76028,Dallas-Fort Worth,5,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Michael Robert Kurmes,https://www.lawyerburlesontexas.com/,,,Burleson,TX,Johnson,817-295-1477,kurmes@gmail.com,Criminal Defense,835 SW Alsbury Blvd Unit K,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Nathan Thomas Williams,,,,Burleson,TX,Johnson,682-215-1194,,Personal Injury,1923 Whispering Oaks Street,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Richards Mediation and Legal Consultants,https://burlesontxmediation.com/,,,Burleson,TX,Johnson,214-394-8313,,Personal Injury,2704 Richard St.,76028,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Royla M Cox, P. C.",https://www.roylacoxpc.com/,,,Burleson,TX,Johnson,817-295-1345,,Estate Planning,228 NE Wilshire Blvd Ste D,76028,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Sara Kathryn Denise McMullen,,,,Burleson,TX,Johnson,,,General,6561 Storm Cat Lane,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Sheila L. Korb,,,,Burleson,TX,Johnson,,,General,6733 County Road 803,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Shipman & Associates, PLLC",,,,Burleson,TX,Johnson,817-295-7368,,Real Estate,139 W Ellison St Ste 201,76028,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory
Terrill & Waldrop,,,,Burleson,TX,Johnson,512-470-3333,,General,2517 Mockingbird Rd,76028,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Todd Hurd & Associates,,,,Burleson,TX,Johnson,817-426-4529,,Personal Injury,PO Box 1741,76097,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Altaras Law Firm,,,,Cleburne,TX,Johnson,817-641-6611,,Criminal Defense,109 W Henderson St,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Amanda Gail Hughes,,,,Cleburne,TX,Johnson,214-208-8067,,Estate Planning,801 Bent Wood Ln,76033,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory
BURT E. POWELL ATTORNEY AT LAW,,,,Cleburne,TX,Johnson,817-641-6744,bpowell@burtpowell.com,Estate Planning,7 E Henderson St,76031,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Ben Hill Turner, P.C.",,,,Cleburne,TX,Johnson,817-645-9151,,Criminal Defense,2 E Chambers St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Boedeker Law,,,,Cleburne,TX,Johnson,817-357-8431,,Criminal Defense,10 N. Caddo St PMB 154,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Bradley Law Firm,https://www.bradleylawyers.com/,,,Cleburne,TX,Johnson,817-645-3993,,Personal Injury,13 E Henderson St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Cain & Kiel Law Firm,https://www.cklfirm.com/,,,Cleburne,TX,Johnson,817-645-1717,,Civil Litigation,508 N Ridgeway Dr,76033,Dallas-Fort Worth,3,4,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Charles E. Webb,,,,Cleburne,TX,Johnson,817-336-0300,,General,PO Box 2673,76033,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Curt Waide Crum,https://www.curtcrumlaw.com/,,,Cleburne,TX,Johnson,817-645-1161,,Criminal Defense,1 E Henderson St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"David E. Houston, Attorney at Law",https://www.davidehouston.com/,,,Cleburne,TX,Johnson,817-558-3056,,Criminal Defense,3 E Henderson St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Defrim Rexhepi,,,,Cleburne,TX,Johnson,,,General,1016 W Westhill Dr,76033,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Edmonds Law Firm, PLLC",https://edmonds.law/,,,Cleburne,TX,Johnson,817-875-0943,,Estate Planning,PO Box 2916,76033,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Holmes, & Shanklin, PLLC",http://www.fhsattorneys.com/,,,Cleburne,TX,Johnson,817-774-2930,info@fhsattorneys.com,Civil Litigation,1 N Walnut St Ste 11,76033,Dallas-Fort Worth,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Jennifer M. Enright, Attorney at Law",https://www.enrightlaw.com/,,,Cleburne,TX,Johnson,210-859-2401,jennifer@enrightlaw.com,General,P.O. Box 289,76033,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
JohnsonBuchert Law PLLC,,,,Cleburne,TX,Johnson,817-726-7124,,General,8201 E Dalmahoy Ct,76033,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Jon P. Hammond,,,,Cleburne,TX,Johnson,817-558-9599,,Criminal Defense,5 East Henderson St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Kathleen Barnett,,,,Cleburne,TX,Johnson,817-645-5400,,Personal Injury,115 S Main St Ste 207,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Law Office of Don W. Bonner, PLLC",https://donbonnerlaw.com/,,,Cleburne,TX,Johnson,817-641-8888,info@donbonnerlaw.com,Criminal Defense,16 N Caddo St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Law Office of Robert L Ward,https://www.robertwardlaw.com/,,,Cleburne,TX,Johnson,817-558-8788,,Criminal Defense,15 N Main St,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Law Offices of Leland A Reinhard PC,https://lelandlaw.net/,,,Cleburne,TX,Johnson,817-645-5400,info@lelandlaw.net,Criminal Defense,115 S Main St Ste 207,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Lindsey Nicole Adams,,,,Cleburne,TX,Johnson,254-757-5200,,Criminal Defense,PO Box 568,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
"Lisa M. Powell, Attorney at Law",,,,Cleburne,TX,Johnson,817-558-3000,,Criminal Defense,900 Thurman St,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Lummus Hallman Pritchard & Baker,https://www.lhpblaw.com/,,,Cleburne,TX,Johnson,817-641-4451,,Personal Injury,PO Box 32,76033,Dallas-Fort Worth,5,2,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"McArthur, Boedeker & Hammond",,,,Cleburne,TX,Johnson,682-317-1297,,Civil Litigation,11 N Main St,76033,Dallas-Fort Worth,3,1,2026-09-13,State Bar of Texas Member Directory
Rita K. Papajohn,,,,Cleburne,TX,Johnson,817-645-4600,,Criminal Defense,5 E. Henderson Street,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
"Rugeley & Associates, P.C.",https://rugeleylaw.net/,,,Cleburne,TX,Johnson,817-641-4055,lane@rugeleylaw.com,Criminal Defense,16 N Caddo St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Stephanie Anne Thomason,,,,Cleburne,TX,Johnson,,,General,204 S Buffalo St,76033,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Strother Law, PLLC",https://www.dstrotherlaw.com/,,,Cleburne,TX,Johnson,817-558-3177,,Estate Planning,212 N Anglin St Ste 5,76031,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Terri G. Wilson-Attorney at Law,http://terrigwilsonlaw.com/,,,Cleburne,TX,Johnson,817-648-0002,,Personal Injury,10 N Caddo St PMB 164,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Tesa Lashawn Jackson,,,,Cleburne,TX,Johnson,817-487-3133,,Criminal Defense,624 N Main St,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
The Law Office of Robert E. Luttrell,https://www.cleburnelaw.com/,,,Cleburne,TX,Johnson,817-645-6600,,Criminal Defense,4 E Chambers St,76031,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Timothy Michael Good,,,,Cleburne,TX,Johnson,,,Criminal Defense,204 S Buffalo Ave # 209 -Room,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Turner-Monahan PLLC,https://www.tumolaw.com/,,,Cleburne,TX,Johnson,817-558-7000,,Criminal Defense,115 S Main St Ste 212,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
William G. Mason Attorney at Law,https://billmasonattorney.com/,,,Cleburne,TX,Johnson,817-556-3223,info@billmasonlaw.net,Criminal Defense,PO Box 767,76033,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
DeVos Mediations,https://devosmediations.com/,,,Grandview,TX,Johnson,817-420-7401,,General,8356 County Road 205,76050,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"E. Stephen Lee, Attorney at Law",,,,Grandview,TX,Johnson,512-775-5522,,Real Estate,5050 E Fm 916,76050,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory
Laird Law Firm,,,,Grandview,TX,Johnson,817-866-2323,,Personal Injury,8028 County Road 204,76050,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Precious Carolyn Atlas,,,,Grandview,TX,Johnson,817-456-5063,,General,5336 County Rd 402,76050,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
Colleen Hamon,,,,Joshua,TX,Johnson,817-223-3017,,Employment Law,2409 Wild Oaks Ave,76058,Dallas-Fort Worth,3,1,2026-09-13,State Bar of Texas Member Directory
Jill Johnston Law,,,,Joshua,TX,Johnson,817-984-8401,,General,207 N Main St Ste 5,76058,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
David C. Read,,,,Keene,TX,Johnson,817-645-8785,,General,300 S Old Betsy Rd,76059,Dallas-Fort Worth,4,1,2026-09-13,State Bar of Texas Member Directory
"Tharp Firm, PLLC",,,,Keene,TX,Johnson,817-528-1000,,Estate Planning,PO Box 551,76059,Dallas-Fort Worth,2,1,2026-09-13,State Bar of Texas Member Directory
The Todd Rash Law Group,https://toddrashlaw.com/,,,Rio Vista,TX,Johnson,817-808-2247,,Criminal Defense,PO Box 201,76093,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
Edwards Law Office,,,,Venus,TX,Johnson,469-684-7737,,Personal Injury,2401 Wallingford Dr,76084,Dallas-Fort Worth,5,1,2026-09-13,State Bar of Texas Member Directory
