law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,date_pulled,source
Apollo.io,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Aquina Jenae Johnson,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Arthur John O'Keefe,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Arthur Lee Bryan,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Ashalon Marie Goodrich,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Ashlee Janaye Silva,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Ashley Irwin Franklin,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Ashley Lauren Hughes,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Atwell, LLC",,,,,TX,Williamson,,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Avery JoAnn Rios,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Axelle Olivia Njipa Wouappi,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Baker Botts LLP,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Bao Cuong Ngoc Pham,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Bassil Saadallah Ally,,,,,TX,Williamson,330-703-9892,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Batrice Law Firm,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Belinda C. Schwertner,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Benjamin Aaron Ahrendt,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Benjamin Burkhart Whittenburg,,,,,TX,Williamson,512-771-2117,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Benton Masterson Martin,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Bradley Randolph Wurster,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Brendan A. Fugere,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Brett Andrew Miller,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Brian Alan Hill,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Brian David Harrison,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Brian Kenneth Gullickson,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Brianna Alicia Barrera,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Brittany Pritchett Oakes,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
CSI Aviation,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Caroline Jane Pangilinan,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Caroline Lindsay Perren,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Carrie Ann Martin,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Cassidy Kathleen Cox,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Cassie M. Meyer,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Catherine Rose Iwashita Bamba,,,,,TX,Williamson,,,Real Estate,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Cathleen Sheldon Lowe,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Cathryn Ann McMillan,,,,,TX,Williamson,832-527-5634,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Charles Alexander Nicholson,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Chase Reed Gomillion,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Chris Kloeris,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Christian Eugene Liipfert,,,,,TX,Williamson,713-515-5712,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Christina N. Woodall,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Christina Rhea Switzer,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Christine Esther Santana,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Christopher H. Hahn,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Christopher James Eddins,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Christopher Luke Reeves,,,,,TX,Williamson,866-352-2749,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Claire Anne Reynolds,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Claire Elizabeth Johnson,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Claire Elizabeth Wilke,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Cloudera,,,,,TX,Williamson,,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Colton Samuel Voorhis,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Comptroller of Public Accounts, Administrative Hearings Sections",,,,,TX,Williamson,917-881-2826,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Core States Group,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Courtney Stein Lesskis,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Craig James Pritzlaff,,,,,TX,Williamson,972-746-0702,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Crystal Patric Conner Smith,,,,,TX,Williamson,,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Daniel Bruce Isenhower,,,,,TX,Williamson,832-465-3218,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Daniel Scott Rakes,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Daniel Thayer Woislaw,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Darin Wynne Moore,https://darinwmoore.com/,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Darrow Mustafa PC,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
David Charles Gibbons,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
David G. Slater,,,,,TX,Williamson,,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
David Lothar Steven Kaczkofsky,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
David M. Stewart,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
David Michael Stanesic,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
David Milton Bomar,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
David Patrick Durden,,,,,TX,Williamson,512-505-2255,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Dba - Sarah Diafi,,,,,TX,Williamson,512-888-1777,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Debra Arleen Green,,,,,TX,Williamson,,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Derrick Lamon Davis,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Dylan G. Matthews,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
EchoStar,,,,,TX,Williamson,512-791-5640,,Real Estate,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Eliot Brower Schulte,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Ellen Frances De Los Santos,,,,,TX,Williamson,408-431-0846,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Emma Catherine Huenefeld,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Emmalyn Ann Decker,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Eric James Wendler,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Evertson & Sanchez, PC",,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Furkan Burcu Yildiz,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Gabriel Enrique Lopez,,,,,TX,Williamson,512-782-1047,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Garon Richard Hunt,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Gary Arthur Mosier,,,,,TX,Williamson,817-939-8167,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Gary D. Harger,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Gordon Yin Siu,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Grant Christopher Sudol,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Grant Robert Burns,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Grant Southwick Ellis,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Gregory H. Bove,,,,,TX,Williamson,,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Gregory Hunt Harper,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Gretchen Denise Smith,,,,,TX,Williamson,512-532-8255,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Hanji Zhou,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Harley K. Martin,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Harold H. Flanders,,,,,TX,Williamson,512-218-4814,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Harrison Cole Malley,,,,,TX,Williamson,713-826-7838,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Henry Hill PLLC,,,,,TX,Williamson,512-761-7009,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Hunter J. McKinley,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Huron Law Group, PLLC",,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Inspire Trust Company, N.A.",,,,,TX,Williamson,737-279-7491,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Institute for Free Speech,https://libertycenter.org/,,,,TX,Williamson,202-985-1644,info@libertycenter.org,Personal Injury,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Isaiah Asad Paul,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jack Martin Zahn Batiste,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jaiton Mone'T Walls,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
James Aloysius Haugh,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
James Andrew Hearn,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
James E. Elliott,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
James Michael King,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jamie Dinesh Patel,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jamie Michael Ryan,,,,,TX,Williamson,325-374-0295,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jeffry Cole Bulloch,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jennifer Anne Turner,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jennifer Meyer,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jerry L Carlton,,,,,TX,Williamson,972-898-9009,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jessica Ann Gray,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jessica Katherine Hurtado,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jessica Lauren Weltge,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jesus Dario Elizondo,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Joanne Montague Hurtekant,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jocelyn M. Fowler,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Joe E. Capps,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Joel Anthony Rodriguez,,,,,TX,Williamson,713-264-2316,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Joel Ian Cordero,,,,,TX,Williamson,512-239-0672,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
John A. Gonzales,,,,,TX,Williamson,512-298-8570,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
John B. Lindsay,https://inventiveiplaw.com/,,,,TX,Williamson,214-736-4306,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
John M. Bruce,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jon Karel Pokorney,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Jonathan Andrew Hriz,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Jordan Louise Turk,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Juan Gomez,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Juan Velasquez,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Julia Lan Le-Thi,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Julia Mary Shelburne,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Juliana Faith Vetere DeAngelo,,,,,TX,Williamson,,,Personal Injury,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Kaden Taylor Norton,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kara Nicole Neal,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Karen Kay Wind,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Katherine Anne Pfau,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kathryn Caprice Johnson,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Katia Ramirez Padilla,,,,,TX,Williamson,,,Immigration,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Kay M. K. Harrell,,,,,TX,Williamson,512-240-5746,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Keith Philip Schwartz,,,,,TX,Williamson,214-458-9517,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kelly M. Harrell,,,,,TX,Williamson,254-624-5308,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kelly Simone Denson,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kennedy Jones,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kenneth Lewis Brady Long,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kerrie Anne Wesley,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kevin Dan Henderson,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kiara C. Berry,,,,,TX,Williamson,,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Kimberly Derish Hale,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kisha Nicole Eikner,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Koren Litten Martin,,,,,TX,Williamson,,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Kristi Lou Ayala,,,,,TX,Williamson,512-517-8544,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
"Kristy Blurton Banda, P.C.",,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Kyung Yoon Kim,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Landon Burge Law Firm, PLLC",,,,,TX,Williamson,512-814-5422,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Lauren Amanda Gramling,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Lauren Julia DeClark,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Law Offices of Gregg & Gregg, PLLC",https://capitalpersonalinjurylawyers.com/,,,,TX,Williamson,512-575-4262,,Personal Injury,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
"Law Offices of Vic Feazell, P.C.",,,,,TX,Williamson,,,Personal Injury,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Lawrence Talmadge Hornsby,,,,,TX,Williamson,,,Workers' Compensation,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Lee Lindsay Randall,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Leela Bridget Rice,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Londyn Lee Beall,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Lori Ann Rutten,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Mackenzie Blaylock Arthur,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Majdi Abdelnasser Ammuri,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Marcin Jaroslaw Daniluk,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Margaret Claire Farrell,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Maria Melinda Cardenas,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Mario Pena,,,,,TX,Williamson,203-241-4677,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Marjorie Irene Bachman,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Mark Tharwat Ramzy,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Mary Martha Murphy,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Mason Daniel Berk,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Matthew Guenther Gideon,,,,,TX,Williamson,512-560-9896,,Estate Planning,,,Austin,2,1,2026-09-13,State Bar of Texas Member Directory
Matthew Stephen Windsor,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Melissa Paige Secor,,,,,TX,Williamson,,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Meredith Ann Tan,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Meta,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Mia K. Ervin,,,,,TX,Williamson,210-687-7299,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Alexander Mitchell,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Bostic,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Pascua,,,,,TX,Williamson,818-397-5206,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Shane Linkous,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Michele Leigh Preston,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Michelle Denise Ford,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Milissa Christina Barrick,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Moore IP Law,https://www.mooreiplaw.com/,,,,TX,Williamson,512-200-9729,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Morgan James Faber,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Nancy L. Perry,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Natalie Elizabeth Olvera,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Nathaniel C. Opara,,,,,TX,Williamson,,,Criminal Defense,,,Austin,5,1,2026-09-13,State Bar of Texas Member Directory
Nicholas John Souza,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Nicholas Shawn Espinosa,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Nicolas Theodore Kalla,,,,,TX,Williamson,512-463-0524,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Nicole Elizabeth Bieganski,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Nicole Sierra Fagin,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
O'Melveny & Myers,https://www.omm.com/,,,,TX,Williamson,202-220-5008,,Civil Litigation,,,Austin,3,2,2026-09-13,State Bar of Texas Member Directory; manual verified search
Odalis Caridad Suarez,,,,,TX,Williamson,512-379-5800,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
"Oxbridge Law Firm, PLLC",,,,,TX,Williamson,713-909-4872,,Civil Litigation,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Patrick H. Tyler,,,,,TX,Williamson,,,Employment Law,,,Austin,3,1,2026-09-13,State Bar of Texas Member Directory
Pelin Uzay,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
Peter James Shuler,,,,,TX,Williamson,,,General,,,Austin,4,1,2026-09-13,State Bar of Texas Member Directory
