law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,date_pulled,source
Deanna Sharp Pacinda,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Deanya Kueckelhan Cocanougher,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Deborah C. Wakefield,,,,,TX,Denton,404-316-3301,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
Dillon Gage McGrath,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Divenna Monique Chamblee,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Don Rexford Emerson,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Donald Ray Wilson,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Dorwin Lee Sargent,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Drew Cameron Harrington,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Dwayne David Hedges,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Dylan Austin Davis,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Edward Louis Kaplonski,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Elise Zindorf Ford,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Elizabeth Anne Kearns,,,,,TX,Denton,,,Workers' Compensation,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Elizabeth Christina Wallace,,,,,TX,Denton,800-366-6303,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Elizabeth Gonzalez,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Elizabeth Lou Denton,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Ellainna Carol-Lee Douglas,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Ellen P. Kissling,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Ellen Young Chung,,,,,TX,Denton,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Elrod Legal,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Erica Rachel Lavarnway,,,,,TX,Denton,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
Evan William Oscherwitz,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Evbu Cynthia Uduebor Washington,,,,,TX,Denton,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
Ezra Rodgers Kuenzi,,,,,TX,Denton,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory; State Bar self-reported website
Fabian Ivan Melo,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Facebook,https://www.hunton.com/,,,,TX,Denton,214-659-4719,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory; State Bar self-reported website
Fluke,,,,,TX,Denton,469-370-0325,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
Frank Edward Blake Day,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gabriel Trevino,,,,,TX,Denton,972-559-5021,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gail-Ann Bradshaw Krieger,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gary M. Braugh,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gary M. Braugh,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gary S. Renna,,,,,TX,Denton,214-738-5375,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
Gayle L Tanner,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Geniece Shawn Goltry Yelder,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Georgianne Rachel Burlage,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Ghazi Abbas Dakik,,,,,TX,Denton,,,Civil Litigation,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
"Goldfein & Associates, P.C.",,,,,TX,Denton,,chloe.johnson@goldfeinpc.law,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory; State Bar self-reported website
Gopika Shah,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Grant Andrew Hrabik,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Grant Evan Matthews,,,,,TX,Denton,817-937-2323,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Grant F. Adamson,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gregory Scott Walker,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gregory Wayne Butz,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gwendolyn Gayle Driscoll,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gwendolyn Rose Higley,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Gwendolyn Watts Satterthwaite,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
HPE,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Hailey Charla Sukenik,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Handler Law Firm,https://handlerlawfirm.com/,,,,TX,Denton,469-269-5074,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory; State Bar self-reported website
Harlan Christopher Weir,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Harris Trent Teague,,,,,TX,Denton,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Heather Drew Maher,,,,,TX,Denton,,,Personal Injury,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Heather Partida,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Hermes Law,,,,,TX,Denton,214-749-6840,,Personal Injury,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Heston Law Firm,,,,,TX,Denton,713-270-4833,,Bankruptcy,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Holly Henson Fox,,,,,TX,Denton,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Hunton Andrews Kurth,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Ian C. Stephens,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Isabelle Olivia Dominguez,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Ivan Manuel Alers Morales,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
J. Trevor Cantrell,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jackson Craig Small,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jacob Jerome Schuler,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jacob Peter Roberts,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jacob Reilly Horvath,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jacquelyn Marie Martinez,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jade Re Ann Holbrook,,,,,TX,Denton,817-810-0095,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
James Cole Weber,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
James R. Mattison,,,,,TX,Denton,469-939-9456,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
James Thomas Johnson,,,,,TX,Denton,817-706-4145,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jamie Lee Barnhill,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jana Diminnie,,,,,TX,Denton,,,Employment Law,,,Dallas-Fort Worth,3,1,2026-09-12,State Bar of Texas Member Directory
Jarrod Kinnaird,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jarrod Rodman Jenkins,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jason Benham,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jason Scott McLemore,,,,,TX,Denton,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Jason Shyung,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jazzmond Janae Turner,,,,,TX,Denton,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Jeannie Kim Lee,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jeannie Rae Claggett Farrier,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jee Hae Song,,,,,TX,Denton,,,Real Estate,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Jeffrey G. Atkins,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jeffrey S. Cramer,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jennifer Fong Lamb,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jenny Mai,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jephnei Nyakwama Orina,,,,,TX,Denton,617-781-9054,,Immigration,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Jessica Brooke Davis,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jessica Renae Bebawi,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jill Suzanne Ellis,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jimmy Edward Crouch,,,,,TX,Denton,,,Criminal Defense,,,Dallas-Fort Worth,5,1,2026-09-12,State Bar of Texas Member Directory
Joan Gregg,,,,,TX,Denton,,,Immigration,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Joan Parks Saunders,,,,,TX,Denton,214-208-9394,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Joel Stephen Schachar,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
John David Guevara,,,,,TX,Denton,,,Estate Planning,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
John Robert Huber,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jordan Connor Harrison,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Jordin Elizabeth Abrahamson,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Joshua W. Ford,,,,,TX,Denton,,,Bankruptcy,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Juan Camilo Sandoval,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Judson Brown Bibby,,,,,TX,Denton,,,Estate Planning,,,Dallas-Fort Worth,2,1,2026-09-12,State Bar of Texas Member Directory
Julie Ha Gruta,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Justin Howard Vaughan,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Kacey Milisa Cox,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Kacie Jaksa Miller,,,,,TX,Denton,,,General,,,Dallas-Fort Worth,4,1,2026-09-12,State Bar of Texas Member Directory
Kalaria Law PLLC,https://www.kalarialaw.com/,,,,TX,Denton,817-767-3087,parth@kalarialaw.com,Employment Law,,,Dallas-Fort Worth,3,2,2026-09-12,State Bar of Texas Member Directory; State Bar self-reported website
