provider_name,website,phone_number,provider_type,city,state,county,street_address,zip_code,email,npi_number
"Dakota Taylor Dixon, DC",,(913) 671-9915,Chiropractor,Lenexa,KS,Johnson County,12760 W 87Th Street Pkwy Ste 110,66215,,1942708417
"Dr. Naomi Holloway, Dc Llc",https://drnaomi.com,(913) 732-0410,Chiropractor,Lenexa,KS,Johnson County,8724 Bourgade St,66219,,1184300634
"Emilio A John, D.C., M.S.",,(913) 894-0770,Chiropractor,Lenexa,KS,Johnson County,15545 W. 87Th St. Parkway,66219,,1073669917
Eric J. Thompson D.C. P.A.,,(913) 735-4055,Chiropractor,Lenexa,KS,Johnson County,15301 W 87Th St Suite B20,66219,,1649642232
Explore Motion Pa,https://explorechiropractic.com,(913) 210-1032,Chiropractor,Lenexa,KS,Johnson County,9900 Pflumm Rd Ste 44,66215,,1477393064
"Integrity Chiropractic And Wellness, Llc",https://integritychiropractic.com,(913) 888-2066,Chiropractor,Lenexa,KS,Johnson County,13200 W 95Th St,66215,,1235200890
"Jennifer Marie Skinner, D.C.",,(913) 285-0141,Chiropractor,Lenexa,KS,Johnson County,11261 Strang Line Rd,66215,,1700103074
"Johnathan Chase Carlin, DC",,(913) 308-5152,Chiropractor,Lenexa,KS,Johnson County,10127 Stevenson St,66220,,1336752591
"Joshua Michael Isom, D.C",,(719) 369-6968,Chiropractor,Lenexa,KS,Johnson County,7904 Quivira Rd,66215,,1427440064
"Kansas City Health & Wellness Clinic, Pa",,(913) 393-2222,Chiropractor,Lenexa,KS,Johnson County,10074 Woodland Rd,66220,,1740439355
"Kc Chiro, Llc",https://kcchiro.com,(913) 888-4845,Chiropractor,Lenexa,KS,Johnson County,11001 Hauser St,66210,,1235564899
"Kelly Thomas Baltuska, D.C.",,(913) 283-9803,Chiropractor,Lenexa,KS,Johnson County,13830 Santa Fe Trail Dr Ste. 102,66215,,1235405507
Made To Move Chiropractic Llc,https://madetomovechiropractic.com,(913) 408-3722,Chiropractor,Lenexa,KS,Johnson County,12760 W 87Th Street Pkwy Ste 110,66215,,1225850332
Mead Family Chiropractic And Acupuncture,,(314) 922-6061,Chiropractor,Lenexa,KS,Johnson County,11946 W 95Th St,66215,,1548527906
Meylor Chiropractic & Acupuncture Pa,https://meylorchiropractic.com,(913) 227-0909,Chiropractor,Lenexa,KS,Johnson County,7922 Quivira Rd,66215,,1710170345
Michael A Spiess Dc Inc,https://drmichael.org,(913) 648-7246,Chiropractor,Lenexa,KS,Johnson County,15203 W 87Th Street Pkwy,66219,,1225067382
"Michael V Merritt, DC",,(913) 299-4442,Chiropractor,Lenexa,KS,Johnson County,15212 W 91St Ter,66219,,1609887462
"Michael Wayne Hamilton, DC",,(913) 541-1919,Chiropractor,Lenexa,KS,Johnson County,15545 W 87Th St Pkwy,66219,,1841339611
"Midwest Health, Inc.",https://midwesthealth.com,(913) 492-9290,Chiropractor,Lenexa,KS,Johnson County,9770 Quivira Rd,66215,,1063697761
Mitchell Chiropractic And Wellness Center Llc,https://mitchellchiropractic.com,(913) 948-5203,Chiropractor,Lenexa,KS,Johnson County,9456 Renner Blvd,66219,,1780920793
"Natalie Silva, D.C.",,(636) 734-2503,Chiropractor,Lenexa,KS,Johnson County,12351 W 96Th Ter Ste 200,66215,,1225586787
"Noah Suter, D.C.",,(913) 491-6300,Chiropractor,Lenexa,KS,Johnson County,11252 Strang Line Rd,66215,,1346627981
Rachel Porter,,(913) 952-4223,Chiropractor,Lenexa,KS,Johnson County,10144 Theden Cir,66220,,1912384926
"Robert A Roberson, DC",,(479) 422-8147,Chiropractor,Lenexa,KS,Johnson County,15545 W 87Th Street Pkwy,66219,,1033964093
"Sabra Danae Coop, D.C.",,(316) 737-8041,Chiropractor,Lenexa,KS,Johnson County,9151 Caenen Lake Rd,66215,,1467917484
"Sara Michelle Mitchell, D.C.",,(913) 948-5230,Chiropractor,Lenexa,KS,Johnson County,9456 Renner Blvd,66219,,1518914548
"Shawn Allen Herrman, DC",,(785) 259-4271,Chiropractor,Lenexa,KS,Johnson County,8105 Halsey St,66215,,1356094981
Speer Chiropractic Pa,https://speerchiro.com,(913) 310-9036,Chiropractor,Lenexa,KS,Johnson County,13624 W 95Th St,66215,,1831323237
Tarry Chiropractic Llc,https://tarrychiro.com,(913) 400-2014,Chiropractor,Lenexa,KS,Johnson County,13000 W 87Th Street Pkwy Ste 105,66215,,1710739412
"Ted Duane Bender, D.C.",,(913) 636-4197,Chiropractor,Lenexa,KS,Johnson County,15545 W 87Th St,66219,,1205020906
"Terran Broom, DC",,(913) 547-5911,Chiropractor,Lenexa,KS,Johnson County,12760 W 87Th Street Pkwy Ste 110,66215,,1003763681
Wickham Chiropractic Pa,https://wickhamchiropractic.com,(913) 438-1115,Chiropractor,Lenexa,KS,Johnson County,13424 Santa Fe Trail Dr,66215,,1972368843
Wolverton Family Chiropractic Llc.,https://wolvertonchiropractic.com,(913) 738-9322,Chiropractor,Lenexa,KS,Johnson County,12760 W 87Th Street Pkwy Ste 110,66215,,1063865236
Woodland Chiropractic And Wellness Llc,https://woodlandchiropractic.com,(913) 839-4150,Chiropractor,Lenexa,KS,Johnson County,10072 Woodland Rd,66220,,1295478626
"Cole J Stephens, D.C.",,(913) 787-2977,Chiropractor,Merriam,KS,Johnson County,6301 Antioch Rd,66202,,1669777413
"Kimberly K. Shara, D.C., Inc.",,(913) 432-9012,Chiropractor,Merriam,KS,Johnson County,6220 Antioch Rd Ste 100,66202,,1912159021
Merriam Chiropractic Center Llc,,(913) 232-7588,Chiropractor,Merriam,KS,Johnson County,5103 Merriam Dr,66203,,1063825420
"Michael J Shara, D.C.",,(913) 262-4228,Chiropractor,Merriam,KS,Johnson County,6220 Antioch Rd Suite 212,66202,,1215093380
"Vernon Place Preventative Health, Llc",https://vernonchiropractic.com,(913) 839-7352,Chiropractor,Merriam,KS,Johnson County,6301 Antioch Rd,66202,,1952694317
Vita Chiropractic Llc,https://vitachiropractic.com,(913) 308-3888,Chiropractor,Merriam,KS,Johnson County,5620 Antioch Rd,66202,,1275178741
"Andrew S. Bonci, D.C.",,(913) 236-9007,Chiropractor,Mission,KS,Johnson County,5830 Woodson Rd Ste 102,66202,,1881877546
"Cherie Wickham, D.C.",,(913) 339-8432,Chiropractor,Mission,KS,Johnson County,5845 Horton St 104,66202,,1245253202
"Derek Garcia, DC",,(913) 428-9270,Chiropractor,Mission,KS,Johnson County,5930 Roe Ave Ste 102,66205,,1356810824
Infinity Associates Inc,https://infinityassociates.com,(913) 432-1972,Chiropractor,Mission,KS,Johnson County,5726 Johnson Dr,66202,,1063639466
"Marcos Lerma, D.C.",,(913) 236-5030,Chiropractor,Mission,KS,Johnson County,5830 Woodson Rd 102,66202,,1699920785
Meis Chiropractic Pa,,(913) 384-5423,Chiropractor,Mission,KS,Johnson County,6005 Martway St Suite 106,66202,,1578848883
Mission Chiropractic Llc,https://missionchiropractic.com,(913) 432-4780,Chiropractor,Mission,KS,Johnson County,6556 Johnson Dr,66202,,1306909114
"Sherri Lynn Scott, D.C.",,(913) 432-3000,Chiropractor,Mission,KS,Johnson County,5830 Woodson Rd Ste. 206,66202,,1558543256
"The Well: Chiropractic And Wellness, Llc",,(620) 228-4323,Chiropractor,Mission,KS,Johnson County,5410 W 58Th Ter,66205,,1669185849
Triforce Chiropractic,,(913) 952-7138,Chiropractor,Mission,KS,Johnson County,4730 Lamar Ave,66202,,1336835941
"Ac Chiropractic & Acupuncture, Inc.",,(913) 764-2268,Chiropractor,Olathe,KS,Johnson County,1467 E 151St St,66062,,1588946313
Advanced Healthcare & Sports Injury Pa,,(913) 764-2271,Chiropractor,Olathe,KS,Johnson County,20160 W 153Rd St,66062,,1467724682
"Aleesa Harris, DC",,(913) 689-2333,Chiropractor,Olathe,KS,Johnson County,10454 S Ridgeview Rd,66061,,1306325204
"Align, Llc",https://www.align.com,(913) 322-0251,Chiropractor,Olathe,KS,Johnson County,12744 S. Pflumm Rd,66062,,1538487566
"As Nature Intended, Inc.",https://asnatureintended.com,(913) 219-7244,Chiropractor,Olathe,KS,Johnson County,510 E Spruce St,66061,,1477885440
"Ashley Katherine Brumbaugh, DC",,(913) 710-7004,Chiropractor,Olathe,KS,Johnson County,17560 W 157Th Ter,66062,,1558619247
"Balanced Care Chiropractic, Llc",https://balancedphysicaltherapy.com,(913) 768-4455,Chiropractor,Olathe,KS,Johnson County,12049 S Strang Line Rd,66062,,1689860686
"Beth D'Anna, D.C.",,(630) 207-1732,Chiropractor,Olathe,KS,Johnson County,14634 S Acuff Ln,66062,,1194031310
Bezanson Health Llc,https://bezansonhealth.com,(913) 513-1663,Chiropractor,Olathe,KS,Johnson County,17795 W 106Th St Ste 200,66061,,1306721923
"Brenda Casey, D.C.",,(913) 359-3880,Chiropractor,Olathe,KS,Johnson County,17795 W 106Th St Ste 200,66061,,1093739476
"Brett Martin Dworkis, DC, CCSP",,(913) 782-5000,Chiropractor,Olathe,KS,Johnson County,708 S Rogers Rd Suite A,66062,,1881739670
"Cameon Michelle Blake, DC",,(913) 475-5193,Chiropractor,Olathe,KS,Johnson County,1707 E Cedar St Ste 108,66062,,1386130839
"Charles J Droste, D.C.",,(913) 780-6000,Chiropractor,Olathe,KS,Johnson County,450 E Santa Fe St,66061,,1497980692
"Colin Lynn Charles Meyer, D.C.",,(913) 515-5347,Chiropractor,Olathe,KS,Johnson County,16650 S Lackman Rd,66062,,1831556836
"Complete Care Chiropractic Kc, Llc",,(913) 815-8076,Chiropractor,Olathe,KS,Johnson County,784 N Ridgeview Rd,66061,,1104378223
"Connor Nace, DC, MS",,(913) 346-3110,Chiropractor,Olathe,KS,Johnson County,17795 W 106Th St Ste 200,66061,,1700663127
Coral Chiropractic Llc,https://coralchiropractic.com,(913) 355-5164,Chiropractor,Olathe,KS,Johnson County,17795 W 106Th St Ste 200,66061,,1104776095
"Coulter Chiropractic, Pllc",https://coulterchiropractic.com,(913) 829-2225,Chiropractor,Olathe,KS,Johnson County,15979 S Bradley Dr,66062,,1013205012
"David Anthony Yoo, D.C.",,(913) 375-7357,Chiropractor,Olathe,KS,Johnson County,12968 S Summit St,66062,,1235351057
"Decker Chiropractic Walk-In-Care, Pa",https://deckerchiropractic.com,(913) 829-5111,Chiropractor,Olathe,KS,Johnson County,13025 S Mur Len Rd Suite 100,66062,,1265614010
"Donald Frank Decanio, D.C.",,(913) 530-3347,Chiropractor,Olathe,KS,Johnson County,15261 S Acuff St,66062,,1326176264
"Dulin Chiropractic, Pa",,(913) 393-2611,Chiropractor,Olathe,KS,Johnson County,13095 S Mur Len Rd Ste 170,66062,,1275817082
"Eric Richard Hutley, DC",,(785) 221-0930,Chiropractor,Olathe,KS,Johnson County,2139 E 151St St,66062,,1972316859
Finan Chiropractic Pa,https://financhiropractic.com,(913) 512-5860,Chiropractor,Olathe,KS,Johnson County,12744 S Pflumm Rd,66062,,1407231640
"Fred Wallace Clarke, D.C.",,(913) 764-7575,Chiropractor,Olathe,KS,Johnson County,13849 S Mur Len Rd Suite E,66062,,1548292428
Fulk Chiropractic Pa,https://www.fulkchiropractic.com,(913) 764-6237,Chiropractor,Olathe,KS,Johnson County,2110 E Santa Fe,66062,,1174623268
"Gabriel Roberts, D.C",,(316) 680-1801,Chiropractor,Olathe,KS,Johnson County,11240 S Strang Line Rd,66062,,1053726935
Goodrum Health Enterprises Pa,,(913) 390-9355,Chiropractor,Olathe,KS,Johnson County,153 W 151St St Suite 150,66061,,1669613550
Health Strategies Pa,https://healthstrategies.com,(913) 768-0000,Chiropractor,Olathe,KS,Johnson County,2139 E 151St St,66062,,1811181472
Icon Health & Performance Llc,,(913) 788-0291,Chiropractor,Olathe,KS,Johnson County,26115 W Valley Pkwy,66061,,1760756498
"Ike Woodroof, D.C.",,(913) 735-6351,Chiropractor,Olathe,KS,Johnson County,1463 E 151St St,66062,,1922453604
Jimmie D Williams Iii Dc Pa,https://jimmied.com,(913) 764-9077,Chiropractor,Olathe,KS,Johnson County,14101 S Mur Len Rd,66062,,1437187580
"Karl Eric Wilen, D.C.",,(913) 486-3805,Chiropractor,Olathe,KS,Johnson County,16135 S Cooper St,66062,,1376601237
"Kc Mobile Health, Llc",,(913) 325-0720,Chiropractor,Olathe,KS,Johnson County,535 W Elm St,66061,,1275098121
"Kc Spine, Llc",https://kcspine.com,(913) 318-3003,Chiropractor,Olathe,KS,Johnson County,1707 E Cedar St Ste 108,66062,,1184100034
"Kevin P. Hilger, D.C.",,(913) 829-1313,Chiropractor,Olathe,KS,Johnson County,1853 S Ridgeview Rd,66062,,1417086851
"Kylie Ann Overbay, DC",,(605) 350-6609,Chiropractor,Olathe,KS,Johnson County,15434 W 128Th St,66062,,1619806957
"Lance Adam Stevenson, D.C.",,(913) 486-3196,Chiropractor,Olathe,KS,Johnson County,513 N Mur Len Rd Ste A,66062,,1619303716
Lane Chiropractic Center,,(913) 764-7722,Chiropractor,Olathe,KS,Johnson County,407 S Clairborne Rd #201,66062,,1487835344
Ll Chiropractic & Acupuncture Llc,,(913) 839-2389,Chiropractor,Olathe,KS,Johnson County,531 N Mur Len Rd Suite A,66062,,1710245477
"Maxwell Ryan Baum, DC",,(913) 952-0139,Chiropractor,Olathe,KS,Johnson County,12895 S Constance St,66062,,1124758909
"Miller Chiropractic Office, Pa",https://millerchiropractic.com,(913) 782-7260,Chiropractor,Olathe,KS,Johnson County,13470 S Arapaho Dr,66062,,1669666772
"Mills Chiropractic & Wellness Center, P.A.",https://millschiro.com,(913) 764-5900,Chiropractor,Olathe,KS,Johnson County,601 N Mur Len Rd Ste. 19,66062,,1043478746
"Nathan Backer, D.C.",,(913) 815-3160,Chiropractor,Olathe,KS,Johnson County,12744 S Pflumm Rd,66062,,1700241585
"Nexus Chiropractic And Wellness, Llc",https://nexuschiropractic.com,(913) 712-8581,Chiropractor,Olathe,KS,Johnson County,110 N Cherry St Ste 110,66061,,1144936139
Olathe Chiropractic Llc,https://olathechiropractic.com,(913) 764-9393,Chiropractor,Olathe,KS,Johnson County,16041 S Bradley Dr,66062,,1679933436
Parsons Chiropractic Llc,https://parsonschiropractic.com,(913) 712-7044,Chiropractor,Olathe,KS,Johnson County,12704 S Blackbob Rd,66062,,1548035967
Pulse Chiropractic And Health Care,https://pulsechiropractic.com,(913) 353-6555,Chiropractor,Olathe,KS,Johnson County,513 N Mur Len Rd Ste B,66062,,1093193450
Pure Balance Family Chiropractic Llc,,(913) 538-1582,Chiropractor,Olathe,KS,Johnson County,601 N Mur Len Rd Ste 5,66062,,1356819395
"Rayford Wesley Hembree, D.C.",,(913) 390-5533,Chiropractor,Olathe,KS,Johnson County,535 N Mur Len Rd,66062,,1184887465
"Realign Kc Chiropractic, Llc",https://realignchiropractic.com,(913) 485-6401,Chiropractor,Olathe,KS,Johnson County,14949 W 124Th Ter,66062,,1124566088
Ridgeview Chiropractic Llc,https://ridgeviewchiropractic.com,(913) 890-7370,Chiropractor,Olathe,KS,Johnson County,17775 W 106Th St Ste 105,66061,,1114226420
"Robert Scott Bonebrake, DC",,(913) 764-0833,Chiropractor,Olathe,KS,Johnson County,140 S Parker,66061,,1558420497
"Scott Chorny, D.C.",,(913) 390-4800,Chiropractor,Olathe,KS,Johnson County,801 N. Mur-Len Road Suite 102,66062,,1255427720
"Scott Randall Knight, D.C.",,(913) 829-4555,Chiropractor,Olathe,KS,Johnson County,14006 W 135Th St,66062,,1669424594
Seoul Chiropractic Llc,https://seoulchiropractic.com,(913) 333-7550,Chiropractor,Olathe,KS,Johnson County,15140 S Keeler St Ste A,66062,,1295500700
"Spurgeon Chiropractic Clinic, Llc",,(913) 353-6655,Chiropractor,Olathe,KS,Johnson County,450 E Santa Fe St,66061,,1316478944
"Stacy Korrine Jimenez, D.C.",,(913) 730-1800,Chiropractor,Olathe,KS,Johnson County,18122 W 119Th St,66061,,1447672043
"Stephanie Lynn Mealman, D.C.",,(913) 764-2850,Chiropractor,Olathe,KS,Johnson County,890 S Chestnut St,66061,,1780800656
"Stevenson Family Chiropractic, Llc",https://stevensonfamilychiropractic.com,(913) 313-1032,Chiropractor,Olathe,KS,Johnson County,513 N Mur Len Rd Ste A,66062,,1346677218
"Summit Chiropractic, Llc",,(913) 440-4142,Chiropractor,Olathe,KS,Johnson County,801 N Mur Len Rd Ste 103,66062,,1790286391
"Sylvia Vallotton, D.C.",,(913) 397-8378,Chiropractor,Olathe,KS,Johnson County,113 N Chester St,66061,,1902040785
"Tanya Denille Schupbach, DC",,(913) 764-2525,Chiropractor,Olathe,KS,Johnson County,1500 Kansas City Rd Ste 50 Family Chiropractic Care,66061,,1669571717
"Tim Bhakta, Pa",,(913) 397-6900,Chiropractor,Olathe,KS,Johnson County,401 S Clairborne Rd Ste 202,66062,,1609811819
"Timothy Dearmond, D.C.",,(913) 859-9135,Chiropractor,Olathe,KS,Johnson County,10528 S Ridgeview Rd,66061,,1952709024
"Toby Alexander Scott, DC",,(913) 393-1303,Chiropractor,Olathe,KS,Johnson County,15211 S Blackbob Rd,66062,,1154594026
"Todd Williams, D.C.",,(913) 579-0491,Chiropractor,Olathe,KS,Johnson County,14006 W 135Th St,66062,,1699105791
Trajectory Spine And Strength,,(913) 904-8605,Chiropractor,Olathe,KS,Johnson County,19915 W 161St St,66062,,1255924536
"Troy I Rockers, D.C.",,(913) 254-9495,Chiropractor,Olathe,KS,Johnson County,501 N Mur Len Rd Suite A,66062,,1164404083
Unruh Chiropractic & Wellness Pllc,https://unruhchiropractic.com,(913) 440-0333,Chiropractor,Olathe,KS,Johnson County,1815 S Ridgeview Rd,66062,,1265980130
Well Balanced Llc,https://wellbalanced.com,(913) 333-0618,Chiropractor,Olathe,KS,Johnson County,511 N Mur Len Rd Ste B,66062,,1811495203
"William Robert Mccoy, DC",,(913) 780-6879,Chiropractor,Olathe,KS,Johnson County,15579 W 141St,66062,,1609099332
Woodroof Chiropractic And Acupuncture Llc,https://woodroofchiro.com,(816) 506-0546,Chiropractor,Olathe,KS,Johnson County,1497 E 151St St,66062,,1467800094
"Brent L Kesler, D.C.",,(785) 242-9393,Chiropractor,Ottawa,KS,Johnson County,112 E 17Th St,66067,,1689675704
"Hall Chiropractic Center, Pa",https://hallchiropracticcenter.com,(785) 242-6444,Chiropractor,Ottawa,KS,Johnson County,137 S Main St,66067,,1760554497
"Jordan Warner, DC",,(913) 549-7967,Chiropractor,Ottawa,KS,Johnson County,343 W 23Rd St Ste 4,66067,,1851059992
Tanner Christensen Chiropractic Llc,https://tannerchristensenchiropractic.com,(913) 424-0324,Chiropractor,Ottawa,KS,Johnson County,343 W 23Rd St Ste 4,66067,,1841840576
Abundant Life Wellness Center,https://abundantlifewellnesscenter.com,(913) 345-2221,Chiropractor,Overland Park,KS,Johnson County,10709 Barkley St Suite A,66211,,1205938370
"Active Care Chiropractic, Inc.",https://activecarechiropractic.com,(913) 341-2900,Chiropractor,Overland Park,KS,Johnson County,7811 Marty St,66204,,1215975131
Active Family Chiropractic Llc,https://activefamilychiropractic.com,(913) 681-6013,Chiropractor,Overland Park,KS,Johnson County,8917 W 135Th St,66221,,1952766750
Acute Spinal Rehab Pa,https://acutespinalrehab.com,(913) 948-6565,Chiropractor,Overland Park,KS,Johnson County,7555 W 150Th Street,66223,,1861812869
"Advanced Chiropractic Techniques, Pa",,(913) 962-1300,Chiropractor,Overland Park,KS,Johnson County,6901 Shawnee Mission Pkwy Suite 100,66202,,1346439304
"Advanced Sports And Family Chiropractic, Llc",,(913) 643-1771,Chiropractor,Overland Park,KS,Johnson County,12643 Metcalf Ave,66213,,1376710293
Albright Family Chiropractic And Acupuncture Pa,https://dralbright.com,(913) 685-0950,Chiropractor,Overland Park,KS,Johnson County,7811 W 151St St,66223,,1003011032
