law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,date_pulled,source
Cynthia Ann Speyrer,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Cynthia Corrine Fagelman,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
DHS,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
DNV,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Daniel Arthur Phillips,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Danielle Olga Garner Mirabal,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Danny Ray Bice,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
David Arthur Lawson,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
David Gregg Kaiser,,,,,TX,Montgomery,832-928-1426,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
David Joshua Smith,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
David M. Sloan,,,,,TX,Montgomery,713-818-9517,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
David Rowland Wolfe,,,,,TX,Montgomery,713-828-3275,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Deborah Lynn Ellsworth,,,,,TX,Montgomery,281-386-0984,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Deirdre Lee Metzcher-Carr,,,,,TX,Montgomery,832-797-8891,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
"Denton Navarro Rodriguez Bernal Santee & Zech, P.C.",,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Diana Jaclyn Lizmi,,,,,TX,Montgomery,,,Personal Injury,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Dianne Hobratschk Walter,,,,,TX,Montgomery,,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Donna Marie Welborn,,,,,TX,Montgomery,281-684-9319,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Drew Mason Johnson,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
E. Mason Martin,,,,,TX,Montgomery,936-522-8258,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Eliseo de León,,,,,TX,Montgomery,,,Immigration,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Emily Jewel Cook,,,,,TX,Montgomery,,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Emily Patrice Van Volkinbu Marr,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Enstor Gas,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Epimenio Ysassi,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Eric Bernal,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Erica Jasmin Hough,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Erica Peters,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Erik Berglund Attorney,https://texaslawguy.com/,,,,TX,Montgomery,936-441-5200,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Ethan Quinn Szumanski,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Eva Ching-Yi Shih,,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
First Community Credit Union,,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Frances Patricia Manzo,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Gage Joseph Wiley,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Gaily Michelle Bultron,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Garret Ryan Citrin,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Gary A. Scott,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Gary Adam Mapes,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Gary M. Laden,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Gary W. Eiland,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Geoffrey Keith Beal,,,,,TX,Montgomery,281-772-5221,,Bankruptcy,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
George C. Hepburn,,,,,TX,Montgomery,832-410-6682,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
George Washington Jordan,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Gerald M. Glenn,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
"Givens & Johnston, PLLC",https://www.gjatradelaw.com/,,,,TX,Montgomery,713-932-1540,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Haydn V. Ditto,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Heather Lynn Benedict,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Hermes Law,,,,,TX,Montgomery,214-749-6806,,Personal Injury,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Hira Y. Ghumman,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Hospital Corporation of America (HCA) / Parallon,,,,,TX,Montgomery,713-448-2155,,Workers' Compensation,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Hsiao-Cheng Steven Wu,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
IPX Power,,,,,TX,Montgomery,,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Ignacio Bellver,,,,,TX,Montgomery,,,Workers' Compensation,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Ildefonso Ochoa,,,,,TX,Montgomery,,,Bankruptcy,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Imran Ather Siddiqi,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
"J Ballard Law, PLLC",,,,,TX,Montgomery,713-909-0793,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
J'Antae Davita Taylor,,,,,TX,Montgomery,713-702-5093,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jack Tanner Holl,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Jackson Price McKellar,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jacob R. Vegas,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jacquelin Ann Kramer,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jacqueline Gail Forster,,,,,TX,Montgomery,832-326-5385,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Jacqueline Marie Buc Ullom,,,,,TX,Montgomery,832-928-6416,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
James Carl Spencer,,,,,TX,Montgomery,,,Civil Litigation,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
James Hoot,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
James Wallace Sutherland,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jeffrey L. Wade,,,,,TX,Montgomery,281-863-3000,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jennifer Kiyomi Sheehan,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jennifer Marie Forman,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jerald Grimes Molleston,,,,,TX,Montgomery,713-392-8666,,Personal Injury,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Jeremy M. Freeman,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jesse Johnson,https://www.jessejohnsonlaw.com/,,,,TX,Montgomery,281-975-1730,jesse@jessejohnsonlaw.com,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Jessica Eva Moné Green,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jessica Maree Simon,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jill Marie Robinson,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jill Roxanne Brumberger,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
John Charles Rose,,,,,TX,Montgomery,,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
John Dustin Nichols,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
John R. Guest,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Jon Ross Freedman,,,,,TX,Montgomery,,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Joseph David Rodriguez,,,,,TX,Montgomery,,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Joshua Michael Skobel,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Judah Ray Broussard,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Judith Therese Sheridan Foster,,,,,TX,Montgomery,,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Julia Anne Wright,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Julie Marie Miller,,,,,TX,Montgomery,713-223-4200,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Justin Frank Foley,,,,,TX,Montgomery,281-468-9226,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kamel Alomari,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Karen Renee Lambert,,,,,TX,Montgomery,832-444-3221,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Karim Aladin Virani,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kasey Nadine Smith,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kathryn Flagg McCoy,,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
"Kathryn Liptrap, Attorney at Law, PLLC",,,,,TX,Montgomery,832-510-4465,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Keaton James Mayfield,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Keller Law,,,,,TX,Montgomery,281-974-6360,,Civil Litigation,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
"Kenner Law Firm, PLLC",https://www.kennerlawfirmtx.com/,,,,TX,Montgomery,936-446-8122,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Kent Douglas Workman,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
"Ketterer, Browne & Associates",,,,,TX,Montgomery,,,Personal Injury,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Kilpatirick and Holder,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kimberly Aperauch Stelter,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Kodiak Gas Services,,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Kristen Ann Bauer,,,,,TX,Montgomery,,,Civil Litigation,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Kristen Marie Dieter,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kristina M. Mordaunt,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kristine Phillips Rothwell,,,,,TX,Montgomery,,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Krystal Pfluger Scott,,,,,TX,Montgomery,,,Civil Litigation,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Kyle D. McCauley,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Kyle Stephen Tebo,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
LaRita Baskerville,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Lais Esther Morales,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Landry's LLC,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Larry Wayne Standley,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Laura Jeanea Stewart,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Lauren Ashley Ysassi,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Lauren Teare Knowles,,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Lauren Victoria Dantche,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Lauren White Motloch,,,,,TX,Montgomery,,,Employment Law,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Law Office of Diana Cavazos,,,,,TX,Montgomery,832-920-6468,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
"Law Office of Emily M. Herbster, PLLC",,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Law Office of Gregory Clark,,,,,TX,Montgomery,832-453-2037,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
"Law Practice of Darrell R. Jones, PLLC",,,,,TX,Montgomery,832-302-5373,,Bankruptcy,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Leila Kallel Gillen,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Leslie L. Gallman,,,,,TX,Montgomery,,,Civil Litigation,,,Houston,3,1,2026-09-13,State Bar of Texas Member Directory
Lighthouse Global,,,,,TX,Montgomery,469-217-5279,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Lora Ciborowski Beckman,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
"Loudin Mediation Solutions, PLLC",https://loudinmediationsolutions.com/,,,,TX,Montgomery,,loudinmediationsolutions1@loudinmediationsolutions.com,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory; State Bar self-reported website
Lucas Thomas Mikeska,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Luke Andre Johnson,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Marcia Allison Turner Luke,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Marcy M. McCorvey,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Maria D. Sukhlani,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Marie Mathilda Pierre,,,,,TX,Montgomery,,,Real Estate,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
"Marina M. Vinsky, Esq.",,,,,TX,Montgomery,,,Estate Planning,,,Houston,2,1,2026-09-13,State Bar of Texas Member Directory
Mark Alan Filer,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Mark Donald Wolf,,,,,TX,Montgomery,281-217-8484,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Mary Ciborowski Arguello,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Maryrose Sharon Delahunty,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Mason Jack Lanham,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Matthew Cristan Mendoza,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Matthew Louis Thiel,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Megan Davoren Thomas,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Megan Marie Chapa,,,,,TX,Montgomery,,,Criminal Defense,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Mehlman Jacobs LLP,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Melease Nicole Leger,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Melissa Ayesa Headly,,,,,TX,Montgomery,832-525-0654,,Personal Injury,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
Melissa Lynn Oney Giacona,,,,,TX,Montgomery,832-657-3777,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Melissa Marie Wiggins,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Melissa Rae Proctor,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Melody Lynne Shires Schottle,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Gregory McDaniel,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Michael J. Boyd,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Peter Honderich,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Ray Cannon,,,,,TX,Montgomery,832-455-3508,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Michael Stanley Nuenke,,,,,TX,Montgomery,,,General,,,Houston,4,1,2026-09-13,State Bar of Texas Member Directory
Miriam Sarah Sanchez,,,,,TX,Montgomery,,,Personal Injury,,,Houston,5,1,2026-09-13,State Bar of Texas Member Directory
