law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers
Heim Law Offices,https://heimlawoffices.com,,https://www.yellowpages.com/mound-city-ks/attorneys,Mound City,KS,Linn,(620) 365-2222,,General,,,Kansas City,2,
Hines & Jones Pa,http://hinesjonespa575768326.localsearch.com,,https://www.yellowpages.com/mound-city-ks/attorneys,Mound City,KS,Linn,(620) 244-3227,,General,,,Kansas City,2,
Legal Aid Legal Services Corp,http://www.legalaidlegalservices.org,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(844) 330-7981,,General,,,Kansas City,2,
Alfred J Kolom Attorney at Law,http://alfredjkolomattorneyatlaw.localsearch.com,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(913) 352-6869,,General,777 Main St,,Kansas City,2,
Reach Colby & Stephanie,http://yellowpages.com/pleasanton-ks/mip/alfred-j-kolom-attorney-at-law-2457307,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(913) 352-6282,,General,202 W 2nd St,,Kansas City,2,
Spigarelli Law Firm Coffeyvill,http://spigarelli-law.com,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(620) 251-5590,,General,,,Kansas City,2,
Bruce E Borders Law Office,https://www.lawyer.com/bruce-borders.html,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(620) 331-8600,,General,,,Kansas City,2,
Heim Law Offices,https://heimlawoffices.com,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(620) 365-2222,,General,,,Kansas City,2,
Hines & Jones Pa,http://hinesjonespa575768326.localsearch.com,,https://www.yellowpages.com/pleasanton-ks/attorneys,Pleasanton,KS,Linn,(620) 244-3227,,General,,,Kansas City,2,
"Martsching Law Firm, LLC",,,https://www.yellowpages.com/la-cygne-ks/attorneys,La Cygne,KS,Linn,(816) 760-2094,,General,,,Kansas City,2,
Legal Aid Legal Services Corp,http://www.legalaidlegalservices.org,,https://www.yellowpages.com/la-cygne-ks/attorneys,La Cygne,KS,Linn,(844) 330-7981,,General,,,Kansas City,2,
New England Law,,,https://lawyers.justia.com/lawyer/andrea-hope-olitsky-1192643,Mound City,KS,Linn,,,General,,,Kansas City,2,
